"","state","year","month","tavg","tmax","tmin","pcp"
"11029","IA",1973,12,20.1,27.8,12.4,2
"11030","IA",1973,2,25.5,33.5,17.5,1.3
"11031","IA",1973,3,42.1,50.2,34.1,3.9
"11032","IA",1973,4,46.7,56.9,36.4,4.6
"11033","IA",1973,5,57.2,68.4,46,6
"11034","IA",1973,6,70.8,82.5,59.2,3.4
"11035","IA",1973,7,73.2,83.4,62.9,5.2
"11036","IA",1973,8,72.9,83.8,61.9,2.7
"11037","IA",1973,9,62.2,71.4,52.9,6.9
"11038","IA",1974,1,16.9,25.4,8.4,1.2
"11039","IA",1974,10,51.9,64.2,39.6,2.9
"11040","IA",1974,11,36.8,45.4,28.2,1.4
"11041","IA",1974,12,25.4,32.9,17.8,1.1
"11042","IA",1974,2,24.9,34.2,15.6,0.6
"11043","IA",1974,3,36.9,47.1,26.7,1.7
"11044","IA",1974,4,50.6,62.5,38.8,3.3
"11045","IA",1974,5,57.9,68.2,47.7,6.2
"11046","IA",1974,6,66.6,78.4,54.8,4.7
"11047","IA",1974,7,77,89.6,64.5,2.2
"11048","IA",1974,8,68,78.9,57.2,4.7
"11049","IA",1974,9,58.3,71.2,45.3,1.5
"11050","IA",1975,1,19.6,28.7,10.5,1.5
"11051","IA",1975,10,53.9,68.4,39.3,0.3
"11052","IA",1975,11,40.2,50.1,30.4,3.4
"11053","IA",1975,12,26.1,33.9,18.4,0.7
"11054","IA",1975,2,20.1,28,12.2,1.1
"11055","IA",1975,3,26.9,36.1,17.6,2.1
"11056","IA",1975,4,43.5,52.9,34,3.8
"11057","IA",1975,5,62.8,74.9,50.7,3.3
"11058","IA",1975,6,69.2,79.6,58.8,5.3
"11059","IA",1975,7,74.3,86.4,62.2,0.9
"11060","IA",1975,8,73.4,84.8,62,5.1
"11061","IA",1975,9,58.7,69.9,47.5,2.1
"11062","IA",1976,1,19.3,30.2,8.4,0.2
"11063","IA",1976,10,45.4,57.7,33.2,1.5
"11064","IA",1976,11,29.5,41.4,17.6,0.1
"11065","IA",1976,12,17.6,29.6,5.6,0.3
"11066","IA",1976,2,32.5,43.6,21.3,1.4
"11067","IA",1976,3,37,47,27.1,3.4
"11068","IA",1976,4,52.2,64.4,40,4.5
"11069","IA",1976,5,57.6,70,45.1,3.2
"11070","IA",1976,6,69.3,82,56.6,3.2
"11071","IA",1976,7,74.5,86.7,62.3,2.5
"11072","IA",1976,8,71,83.9,58,1.4
"11073","IA",1976,9,62.4,76.3,48.5,1.4
"11074","IA",1977,1,6.2,17,-4.4,0.5
"11075","IA",1977,10,49.4,60.1,38.7,4.1
"11076","IA",1977,11,35.2,44.1,26.3,1.6
"11077","IA",1977,12,19.7,27.5,11.9,1
"11078","IA",1977,2,26.5,38.5,14.5,0.5
"11079","IA",1977,3,41.6,51.7,31.6,3.9
"11080","IA",1977,4,55,67.5,42.6,2.5
"11081","IA",1977,5,67.1,79,55.1,2.7
"11082","IA",1977,6,70.9,83.5,58.3,2.6
"11083","IA",1977,7,76.6,88.7,64.4,3.9
"11084","IA",1977,8,68.4,79.2,57.7,8.2
"11085","IA",1977,9,63.7,74.2,53.3,4.6
"11086","IA",1978,1,8,17.4,-1.4,0.5
"11087","IA",1978,10,49.8,62,37.7,1.3
"11088","IA",1978,11,35,44.3,25.8,2.4
"11089","IA",1978,12,19.3,27.6,10.9,1
"11090","IA",1978,2,11.8,21.9,1.6,0.7
"11091","IA",1978,3,30.9,40.9,20.9,0.7
"11092","IA",1978,4,48.2,58.3,38.1,4.6
"11093","IA",1978,5,59.6,70.5,48.6,3.7
"11094","IA",1978,6,69.8,81.7,57.8,4.2
"11095","IA",1978,7,72.7,83.1,62.4,5.8
"11096","IA",1978,8,71.2,83,59.3,3.2
"11097","IA",1978,9,67.5,79.9,55.1,5.5
"11098","IA",1979,1,4.6,13.2,-3.9,1.6
"11099","IA",1979,10,51.1,63.2,38.9,3.6
"11100","IA",1979,11,34.8,43.5,26.2,1.8
"11101","IA",1979,12,29,39,19,0.5
"11102","IA",1979,2,10.7,20.8,0.6,0.5
"11103","IA",1979,3,31.8,40.4,23.2,3.7
"11104","IA",1979,4,44.6,54.4,34.7,3
"11105","IA",1979,5,58.7,71.4,46.1,2.9
"11106","IA",1979,6,69,80.9,57.2,4.1
"11107","IA",1979,7,72.2,82.9,61.4,4.7
"11108","IA",1979,8,70.9,81.1,60.7,6.1
"11109","IA",1979,9,64.2,77.6,50.8,1.4
"11110","IA",1980,1,20.4,28.3,12.5,1.3
"11111","IA",1980,10,47.8,59.9,35.8,1.9
"11112","IA",1980,11,38.6,49.8,27.3,0.4
"11113","IA",1980,12,24.2,32.9,15.4,1
"11114","IA",1980,2,18.9,27.4,10.3,0.7
"11115","IA",1980,3,31.8,41.3,22.2,1
"11116","IA",2010,8,74.4,84.8,64,4.8
"11117","IA",2010,9,63.1,74.2,52,5.4
"11118","IA",2011,1,14.8,23.1,6.6,0.9
"11119","IA",2011,10,53.4,67,39.8,0.7
"11120","IA",2011,11,39.4,49.9,28.8,2
"11121","IA",2011,12,29.1,37.8,20.4,2
"11122","IA",2011,2,22.6,31.1,14,1.3
"11123","IA",2011,3,35.1,44.5,25.6,1.5
"11124","IA",2011,4,47.6,57.9,37.2,3.8
"11125","IA",2011,5,59.1,70.4,47.8,5
"11126","IA",2011,6,69.6,79.3,59.9,6.1
"11127","IA",2011,7,78,87.7,68.2,3.4
"11128","IA",2011,8,72,83.1,60.9,3
"11129","IA",2011,9,60.2,71.9,48.6,1.6
"11130","IA",2012,1,26.5,36.3,16.7,0.5
"11131","IA",2012,10,48.8,60.5,37,2.9
"11132","IA",2012,11,39.2,50.1,28.1,1
"11133","IA",2012,12,27.7,36.6,18.7,1.5
"11134","IA",2012,2,29.6,38.3,20.8,1.6
"11135","IA",2012,3,51.6,62.9,40.2,1.9
"11136","IA",2012,4,52.4,64.5,40.3,3.9
"11137","IA",2012,5,65,77.6,52.5,3.5
"11138","IA",2012,6,71.4,83.1,59.8,2.8
"11139","IA",2012,7,79.6,92,67.1,1.1
"11140","IA",2012,8,71,84.3,57.6,2.8
"11141","IA",2012,9,62.1,76.9,47.3,1.6
"11142","IA",2013,1,22,31.8,12.2,0.9
"11143","IA",2013,10,50.5,61.8,39.3,2.7
"11144","IA",2013,11,33.9,43.8,23.9,1.5
"11145","IA",2013,12,17.4,26.8,8.1,0.6
"11146","IA",2013,2,24.2,32.6,15.8,1.2
"11147","IA",2013,3,29,37.3,20.8,2
"11148","IA",2013,4,43.8,54.5,33.1,6.4
"11149","IA",2013,5,59,69.4,48.5,8.6
"11150","IA",2013,6,68.9,78.5,59.4,4.8
"11151","IA",2013,7,72.3,83.4,61.2,1.7
"11152","IA",2013,8,71.9,83.4,60.4,1.4
"11153","IA",2013,9,67,79.5,54.5,1.9
"11154","IA",2014,1,14.2,25.6,2.8,0.4
"11155","IA",2014,10,51.2,62.4,39.9,3.1
"11156","IA",2014,11,29.3,38.8,19.7,0.7
"11157","IA",2014,12,28.2,34.1,22.3,1.1
"11158","IA",2014,2,13.2,23.2,3.2,1.5
"11159","IA",2014,3,29.7,40.1,19.3,0.8
"11160","IA",2014,4,47.5,59.7,35.2,4.6
"11161","IA",2014,5,60,71.5,48.4,3
"11162","IA",2014,6,70.2,80.2,60.2,9.6
"11163","IA",2014,7,68.8,79.2,58.5,3.3
"11164","IA",2014,8,71.2,80.3,62,5.9
"11165","IA",2014,9,62,73.1,50.9,4.3
"11166","IA",2015,1,21.6,30.7,12.5,0.5
"11167","IA",2015,10,53,64.4,41.7,1.7
"11168","IA",2015,11,42,51.3,32.8,4
"11169","IA",2015,12,33,39.5,26.6,4.7
"11170","IA",2015,2,14.5,24.3,4.7,1.1
"11171","IA",2015,3,37.3,50,24.6,0.5
"11172","IA",2015,4,51.1,63.5,38.7,3.3
"11173","IA",2015,5,60,70,49.8,5
"11174","IA",2015,6,69.4,79.3,59.4,6.3
"11175","IA",2015,7,72,82,62,5.5
"11176","IA",2015,8,68.9,79.1,58.6,5.2
"11177","IA",2015,9,68.4,79.3,57.5,4.1
"11178","IA",2016,1,19.6,26.7,12.4,0.5
"11179","IA",2016,10,55.3,66.3,44.2,2
"11180","IA",2016,11,45.1,56,34.2,1.3
"11181","IA",2016,12,22.9,30.4,15.3,1.5
"11182","IA",2016,2,28.6,36,21.1,0.8
"11183","IA",2016,3,42.4,52.8,32,2.2
"11184","IA",2016,4,50.1,61,39.3,3.1
"11185","IA",2016,5,59.5,70.9,48.1,4.3
"11186","IA",2016,6,73,84.8,61.2,3.7
"11187","IA",2016,7,72.8,82.6,63.1,5.9
"11188","IA",2016,8,72,81.9,62.2,6.1
"11189","IA",2016,9,67.3,77.8,56.8,6.1
"11190","IA",2017,1,24.2,30.5,17.9,1.5
"11191","IA",2017,10,53.3,63.4,43.2,5.2
"11192","IA",2017,11,36.2,46.4,26,0.4
"11193","IA",2017,12,24.4,33.7,15,0.3
"11194","IA",2017,2,34.5,45,24,0.9
"11195","IA",2017,3,37.5,46.7,28.3,2.5
"11196","IA",2017,4,51.1,61.4,40.9,3.7
"11197","IA",2017,5,58.5,69.8,47.2,4.7
"11198","IA",2017,6,71.1,83.6,58.6,3.5
"11199","IA",2017,7,74.7,85.8,63.6,2.9
"11200","IA",2017,8,67.8,78.8,56.8,3.7
"11201","IA",2017,9,66.6,79,54.3,2.2
"11202","IA",2018,1,17.9,27,8.7,1
"11203","IA",2018,2,20.4,29.7,11.2,1.5
"11204","IA",2018,3,35.2,43.6,26.8,2.2
"11205","IA",2018,4,39,50,27.8,1.5
"11206","IA",1998,10,53.1,63.5,42.7,4.8
"11207","IA",1988,10,46,58.4,33.5,0.6
"11208","IA",1988,11,37.4,47.1,27.6,2.6
"11209","IA",1988,12,25.4,35.5,15.3,0.8
"11210","IA",1988,2,18.7,29.1,8.3,0.4
"11211","IA",1988,3,37.8,50.1,25.5,0.7
"11212","IA",1988,4,48.5,62.2,34.8,1.9
"11213","IA",1988,5,65.2,79.3,51.2,1.7
"11214","IA",1988,6,73.8,87.9,59.8,1.7
"11215","IA",1988,7,75.5,88.4,62.7,2.2
"11216","IA",1988,8,75.8,88.5,63.2,4.1
"11217","IA",1988,9,64.7,77.4,52,3.6
"11218","IA",1989,1,29.1,38.3,19.9,0.9
"11219","IA",1989,10,52.2,65.2,39.1,1.9
"11220","IA",1989,11,33.5,45.3,21.7,0.2
"11221","IA",1989,12,13.8,23.5,4,0.3
"11222","IA",1989,2,14.1,24.3,3.9,0.5
"11223","IA",1989,3,33.7,43.6,23.7,0.9
"11224","IA",1989,4,49.3,61.7,36.8,2
"11225","IA",1989,5,59.1,72.2,46,2.5
"11226","IA",1989,6,67.7,79.3,56,3.3
"11227","IA",1989,7,75,86.2,63.8,3.3
"11228","IA",1989,8,71.2,82.4,59.9,3.5
"11229","IA",1989,9,60.5,72.5,48.5,4.8
"11230","IA",1990,1,29.7,39.7,19.7,0.8
"11231","IA",1990,10,50.4,63.3,37.6,1.8
"11232","IA",1990,11,41.2,52.3,30.1,1.6
"11233","IA",1990,12,19.8,29,10.6,1.5
"11234","IA",1990,2,27.8,38.4,17.2,0.6
"11235","IA",1990,3,39.6,49.5,29.8,4.3
"11236","IA",1990,4,48.1,60.1,36.1,2.2
"11237","IA",1990,5,56.4,67.2,45.7,5.7
"11238","IA",1990,6,70.3,80.6,60,7.9
"11239","IA",1990,7,72.3,82,62.5,6.3
"11240","IA",1990,8,71.7,81.8,61.7,4.3
"11241","IA",1990,9,66.2,77.9,54.4,1.3
"11242","IA",1991,1,13.4,22.8,4,0.7
"11243","IA",1991,10,49.7,61.9,37.6,2.9
"11244","IA",1991,11,28.2,36.3,20.1,4.3
"11245","IA",1991,12,27.1,35,19.2,1.4
"11246","IA",1991,2,29.2,39.1,19.4,0.3
"11247","IA",1991,3,39.2,50.1,28.3,4.1
"11248","IA",1991,4,51.4,62.1,40.8,5.8
"11249","IA",1991,5,64.2,73.6,54.7,5.1
"11250","IA",1991,6,73,83.4,62.7,4.1
"11251","IA",1991,7,73.6,84.7,62.4,2.3
"11252","IA",1991,8,71.6,82.6,60.6,3.4
"11253","IA",1991,9,62.4,74.3,50.4,2.7
"11254","IA",1992,1,27.2,35.4,18.9,1
"11255","IA",1992,10,50.6,62.6,38.6,1.6
"11256","IA",1992,11,33,38.5,27.5,4.3
"11257","IA",1992,12,24,31.5,16.4,1.7
"11258","IA",1992,2,32,39.4,24.7,1.2
"11259","IA",1992,3,39,49.1,28.9,2.2
"11260","IA",1992,4,46,56.4,35.7,3.6
"11261","IA",1992,5,60.1,73,47.2,1.7
"11262","IA",1992,6,67.4,79.8,55.1,1.8
"11263","IA",1992,7,68.3,77.6,59,8.5
"11264","IA",1992,8,65.7,76.6,54.8,2.5
"11265","IA",1992,9,60.8,72.1,49.4,5.5
"11266","IA",1993,1,17.6,26,9.1,1.1
"11267","IA",1993,10,49.2,60.2,38.1,1.3
"11268","IA",1993,11,33.8,42.9,24.7,1
"11269","IA",1993,12,25.5,33.4,17.7,0.7
"11270","IA",1993,2,18.9,25.8,12,1.1
"11271","IA",1993,3,31,38.9,23.2,2.7
"11272","IA",1993,4,45,55.1,34.9,3.6
"11273","IA",1993,5,59.2,69.4,49,5.6
"11274","IA",1993,6,66.9,77,56.8,8
"11275","IA",1993,7,71.9,80.3,63.5,10.4
"11276","IA",1993,8,71.6,80.9,62.2,8.2
"11277","IA",1993,9,57.4,67.5,47.2,3.6
"11278","IA",1994,1,10.5,19.6,1.4,1
"11279","IA",1994,10,53.5,64.1,42.8,1.9
"11280","IA",1994,11,39.4,48.7,30.2,2.2
"11281","IA",1994,12,27,34.7,19.3,1.1
"11282","IA",1994,2,17.2,27,7.5,1.1
"11283","IA",1994,3,38,49.5,26.4,0.2
"11284","IA",1994,4,49.2,62.2,36.3,2.4
"11285","IA",1994,5,60.6,73.5,47.7,2
"11286","IA",1994,6,70.9,81.4,60.3,6.2
"11287","IA",1994,7,70.3,80.8,59.8,3.8
"11288","IA",1994,8,68.6,79.7,57.4,3.6
"11289","IA",1994,9,64.3,75.8,52.8,3.5
"11290","IA",1995,1,18.3,25.6,11,0.8
"11291","IA",1995,10,50.7,61.9,39.4,2
"11292","IA",1995,11,30.3,39.8,20.7,1.7
"11293","IA",1995,12,23.9,31.3,16.5,0.4
"11294","IA",1995,2,25.4,35,15.8,0.3
"11295","IA",1995,3,37,46.6,27.5,2.5
"11296","IA",1995,4,44.8,55.3,34.2,4.9
"11297","IA",1995,5,56.5,66.7,46.3,5.8
"11298","IA",1995,6,69.9,80,59.7,3.7
"11299","IA",1995,7,73.9,85,62.7,3.4
"11300","IA",1995,8,76.2,86.3,66.2,3.5
"11301","IA",1995,9,60.2,72.1,48.4,2.9
"11302","IA",1996,1,15.8,25.3,6.2,1.8
"11303","IA",1996,10,51.7,63.7,39.6,2.7
"11304","IA",1996,11,29,36.4,21.7,2.6
"11305","IA",1996,12,19.6,27.1,12.2,0.8
"11306","IA",1996,2,23.2,32.8,13.7,0.2
"11307","IA",1996,3,29.9,41.5,18.4,1.3
"11308","IA",1996,4,45.7,58.5,33,1.6
"11309","IA",1996,5,56.4,65.5,47.3,7.3
"11310","IA",1996,6,69.5,79.6,59.4,5
"11311","IA",1996,7,70.5,81.2,59.8,3.2
"11312","IA",1996,8,70,80.5,59.4,3.7
"11313","IA",1996,9,60.7,71.5,49.9,2.8
"11314","IA",1997,1,14.6,23.9,5.2,0.9
"11315","IA",1997,10,52.1,63.8,40.4,3.3
"11316","IA",1997,11,32.9,40.2,25.6,1
"11317","IA",1997,12,27.4,33.3,21.6,1
"11318","IA",1997,2,25,32.5,17.5,1.6
"11319","IA",1997,3,37.2,47.9,26.4,1.3
"11320","IA",1997,4,44.3,55.5,33.1,2.6
"11321","IA",1997,5,54.2,66.2,42.3,4
"11322","IA",1997,6,70.4,82.2,58.7,4.3
"11323","IA",1997,7,73.4,83.7,63,2.9
"11324","IA",1997,8,69.5,79.8,59.1,2.7
"11325","IA",1997,9,64.2,75.8,52.6,3.1
"11326","IA",1998,1,23.5,30.2,16.8,1
"11327","IA",2008,11,37.3,46.1,28.4,1.7
"11328","IA",1998,11,40.7,49.6,31.9,1.6
"11329","IA",1998,12,29.4,39.5,19.2,0.4
"11330","IA",1998,2,34.8,41.2,28.5,1.6
"11331","IA",1998,3,32.8,40,25.6,3.6
"11332","IA",1998,4,49.7,59.8,39.6,3.9
"11333","IA",1998,5,65,76.3,53.8,4.3
"11334","IA",1998,6,67.1,76.8,57.4,7.9
"11335","IA",1998,7,73.8,83.9,63.7,3.1
"11336","IA",1998,8,72.9,82.4,63.4,5
"11337","IA",1998,9,68.2,80.8,55.7,2
"11338","IA",1999,1,17,25,9.1,1.2
"11339","IA",1999,10,50.9,64.9,36.8,0.7
"11340","IA",1999,11,44.3,57,31.4,1
"11341","IA",1999,12,27,37,17,0.7
"11342","IA",1999,2,32.9,41.1,24.7,0.9
"11343","IA",1999,3,36.3,47,25.6,0.9
"11344","IA",1999,4,50,59.7,40.3,6.2
"11345","IA",1999,5,60.5,70.8,50.2,4.8
"11346","IA",1999,6,68.9,78.7,59,5.2
"11347","IA",1999,7,76.8,87.3,66.3,5.2
"11348","IA",1999,8,70,80.6,59.3,3.1
"11349","IA",1999,9,61.3,74.6,48.1,1.8
"11350","IA",2000,1,21.6,31.5,11.8,0.7
"11351","IA",2000,10,54.8,66.2,43.4,1.8
"11352","IA",2000,11,32.2,40.4,24,2.1
"11353","IA",2000,12,10,18.6,1.4,1.6
"11354","IA",2000,2,32.5,42,23,1.3
"11355","IA",2000,3,43.1,54.6,31.5,1
"11356","IA",2000,4,49.4,62.2,36.6,2
"11357","IA",2000,5,62.8,74.9,50.7,3.6
"11358","IA",2000,6,67.7,78.7,56.7,6.5
"11359","IA",2000,7,72.2,81.8,62.6,4
"11360","IA",2000,8,72.7,83,62.5,2.6
"11361","IA",2000,9,64.6,78,51.3,2.1
"11362","IA",2001,1,20.8,29.1,12.5,1.4
"11363","IA",2001,10,50.2,61.7,38.7,2.4
"11364","IA",2001,11,48,59,36.9,1.5
"11365","IA",2001,12,30.7,39.7,21.8,0.8
"11366","IA",2001,2,18.1,26.9,9.2,2.1
"11367","IA",2001,3,30.2,38.4,22,1.3
"11368","IA",2001,4,52.7,65.1,40.3,3.6
"11369","IA",2001,5,60.9,71.1,50.8,7
"11370","IA",2001,6,68.3,78.9,57.7,4
"11371","IA",2001,7,75.1,85.4,64.7,3.1
"11372","IA",2001,8,72.5,83.5,61.5,2.9
"11373","IA",2001,9,61.2,72.3,50.1,4
"11374","IA",2002,1,28.6,38.8,18.4,0.4
"11375","IA",2002,10,46.2,56,36.4,3.5
"11376","IA",2002,11,34.7,44.6,24.8,0.2
"11377","IA",2002,12,28.9,39.1,18.7,0.2
"11378","IA",2002,2,29.8,39.7,19.9,0.8
"11379","IA",2002,3,31,41.6,20.5,1.1
"11380","IA",2002,4,48.9,60.3,37.4,3.6
"11381","IA",2002,5,56.8,69.1,44.6,4.1
"11382","IA",2002,6,72.4,83.3,61.4,3.5
"11383","IA",2002,7,76.5,87.4,65.6,4.2
"11384","IA",2002,8,70.9,81.6,60.1,5.8
"11385","IA",2002,9,65.3,77.8,52.8,1.7
"11386","IA",2003,1,19.1,28.7,9.4,0.3
"11387","IA",2003,10,52.4,65.8,38.9,1
"11388","IA",2003,11,35.9,44.7,27.1,3.4
"11389","IA",2003,12,28.2,35.7,20.6,1.2
"11390","IA",2003,2,20.4,31.2,9.6,0.8
"11391","IA",2003,3,35.1,46,24.1,1.1
"11392","IA",2003,4,50.4,62.3,38.5,3.2
"11393","IA",2003,5,57.9,69.2,46.6,4.6
"11394","IA",2003,6,67.3,78.4,56.2,4.4
"11395","IA",2003,7,73.1,84,62.2,4.1
"11396","IA",2003,8,74.1,86.4,61.9,1
"11397","IA",2003,9,61.1,74,48.1,3.1
"11398","IA",2004,1,17.7,26.7,8.7,0.9
"11399","IA",2004,10,51.9,62.7,41.2,2
"11400","IA",2004,11,40.6,49.7,31.5,2.2
"11401","IA",2004,12,26.6,36.1,17,0.5
"11402","IA",2004,2,22.7,30.9,14.5,1.1
"11403","IA",2004,3,40.8,50,31.6,3.7
"11404","IA",2004,4,51.1,64.5,37.7,1.8
"11405","IA",2004,5,60.7,71.9,49.4,7.7
"11406","IA",2004,6,67,77.4,56.5,3.5
"11407","IA",2004,7,70.5,80.5,60.5,4.3
"11408","IA",2004,8,66.2,77.1,55.4,4.5
"11409","IA",2004,9,66.4,79.1,53.7,2.6
"11410","IA",2005,1,18.9,26.2,11.6,1.3
"11411","IA",2005,10,52.6,64.9,40.3,0.9
"11412","IA",2005,11,39.6,50.3,28.9,1.7
"11413","IA",2005,12,19.5,26.4,12.7,1.1
"11414","IA",2005,2,31.2,39.6,22.8,1.5
"11415","IA",2005,3,36,47,25,1
"11416","IA",2005,4,53.4,65.3,41.4,3.4
"11417","IA",2005,5,57.8,69.4,46.2,3.8
"11418","IA",2005,6,72.6,83.4,61.9,5.2
"11419","IA",2005,7,74.7,86,63.5,3.2
"11420","IA",2005,8,71.5,82.9,60,3
"11421","IA",2005,9,67.6,80.2,55,3.2
"11422","IA",2006,1,32.4,39.9,24.9,0.9
"11423","IA",2006,10,47.9,58.6,37.2,1.6
"11424","IA",2006,11,39.3,50,28.7,1.7
"11425","IA",2006,12,31.1,40.1,22.1,2
"11426","IA",2006,2,25.1,36.2,14.1,0.3
"11427","IA",2006,3,36.5,45.8,27.2,3.1
"11428","IA",2006,4,53.8,65.9,41.6,4.3
"11429","IA",2006,5,60.6,71.7,49.5,2.4
"11430","IA",2006,6,70,81.8,58.3,2.4
"11431","IA",2006,7,75.9,87.3,64.6,3.2
"11432","IA",2006,8,72.1,81.8,62.3,5.7
"11433","IA",2006,9,60,70.7,49.3,4.2
"11434","IA",2007,1,21.6,30.3,12.8,0.9
"11435","IA",2007,10,55.9,66.1,45.7,5.1
"11436","IA",2007,11,37.2,47.7,26.6,0.1
"11437","IA",2007,12,20.3,27.6,13,2.4
"11438","IA",2007,2,15.5,23.3,7.7,1.6
"11439","IA",2007,3,41.8,51.3,32.3,2.8
"11440","IA",2007,4,46.7,57.9,35.6,4.5
"11441","IA",2007,5,64.7,76.2,53.2,5.3
"11442","IA",2007,6,70.4,81.6,59.2,3.3
"11443","IA",2007,7,73.7,85.1,62.2,3.3
"11444","IA",2007,8,74.2,83.9,64.4,9.6
"11445","IA",2007,9,64.7,77.4,52.1,2.8
"11446","IA",2008,1,16.6,25.4,7.8,0.6
"11447","IA",2008,10,50.7,62,39.4,3.2
"11448","IA",2009,12,19.8,27.5,12.2,2.5
"11449","IA",2008,12,17.6,27.6,7.6,1.8
"11450","IA",2008,2,17,25.8,8.2,1.7
"11451","IA",2008,3,32.6,41.9,23.3,1.2
"11452","IA",2008,4,46,56.1,35.8,5.8
"11453","IA",2008,5,57.4,69.3,45.4,5.6
"11454","IA",2008,6,69.3,80.1,58.6,8.8
"11455","IA",2008,7,73.1,83.6,62.7,5.8
"11456","IA",2008,8,69.9,81.4,58.4,1.9
"11457","IA",2008,9,63.5,74.4,52.6,4.1
"11458","IA",2009,1,13.2,23.2,3.2,0.6
"11459","IA",2009,10,44.9,53.2,36.7,6.3
"11460","IA",2009,11,43.4,53.2,33.7,1.1
"11461","IA",2010,2,17.3,26.2,8.5,0.9
"11462","IA",2009,2,26.7,36.9,16.5,0.7
"11463","IA",2009,3,37.1,47.6,26.6,2.9
"11464","IA",2009,4,47,58.4,35.5,3.6
"11465","IA",2009,5,59.8,71.3,48.3,3.6
"11466","IA",2009,6,68.9,79.2,58.6,5.2
"11467","IA",2009,7,68,78.3,57.6,4.6
"11468","IA",2009,8,68.3,78.6,58,5.7
"11469","IA",2009,9,63.3,75.1,51.6,1.7
"11470","IA",2010,1,13.6,20.2,6.9,1.3
"11471","IA",2010,10,53.9,68.1,39.7,0.9
"11472","IA",2010,11,38,48,27.9,1.6
"11473","IA",2010,12,19.1,26.9,11.2,1.2
"11474","IA",2010,6,70.8,81.1,60.6,10.2
"11475","IA",2010,3,38.4,47.7,29.1,1.7
"11476","IA",2010,4,55.2,67.7,42.7,3.7
"11477","IA",2010,5,59.9,71.2,48.6,4.1
"11478","IA",2010,7,74.6,84.1,65,7.8
"11479","IA",1950,10,56.3,70,42.7,1.2
"11480","IA",1950,1,16.7,28.2,5.1,1.5
"11481","KS",1950,1,65.9,77.6,54.1,1.3
"11482","KS",1972,8,54.7,68.6,40.7,2
"11483","KS",1972,9,62.8,75,50.7,4.3
"11484","KS",1973,1,65.1,74.5,55.6,8.3
"11485","KS",1973,10,74.4,88.4,60.3,1.8
"11486","KS",1973,11,77.8,90.6,65.1,5.2
"11487","KS",1973,12,78,91.4,64.6,2.1
"11488","KS",1973,2,59,72.4,45.7,3.2
"11489","KS",1973,3,43.6,54.6,32.5,1.5
"11490","KS",1973,4,30.7,40.6,20.9,2.1
"11491","KS",1973,5,27.7,37.4,17.9,1.5
"11492","KS",1973,6,34.6,45.6,23.6,0.9
"11493","KS",1973,7,45.4,53.7,37.1,7.6
"11494","KS",1973,8,50.4,62.3,38.5,2.7
"11495","KS",1973,9,61.2,74.5,47.9,2.9
"11496","KS",1974,1,61.7,75.2,48.2,1.6
"11497","KS",1974,10,71.8,85.3,58.2,3.3
"11498","KS",1974,11,82.2,97,67.4,0.8
"11499","KS",1974,12,73.2,85.1,61.4,4.3
"11500","KS",1974,2,58.1,70.3,45.9,3
"11501","KS",1974,3,42.2,53.4,30.9,1.7
"11502","KS",1974,4,32.2,43.5,20.9,0.9
"11503","KS",1974,5,24.5,34.8,14.2,0.5
"11504","KS",1974,6,37.8,51.7,23.9,0.4
"11505","KS",1974,7,46.7,59.8,33.5,1.9
"11506","KS",1974,8,55.4,68.6,42.3,2.6
"11507","KS",1974,9,66.7,79.8,53.6,2.8
"11508","KS",1975,1,64.8,78,51.7,1.6
"11509","KS",1975,10,71.9,83.9,59.9,5.9
"11510","KS",1975,11,78.1,91.4,64.9,1
"11511","KS",1975,12,78.9,92.4,65.4,3.2
"11512","KS",1975,2,58.4,74.9,41.8,0.3
"11513","KS",1975,3,42.3,54,30.5,2.8
"11514","KS",1975,4,35.1,46.2,23.9,0.5
"11515","KS",1975,5,31.8,43.2,20.4,1
"11516","KS",1975,6,28.8,38.9,18.7,1.2
"11517","KS",1975,7,37.9,49.3,26.5,1.4
"11518","KS",1975,8,52.7,65.6,39.8,2
"11519","KS",1975,9,64,76.9,51,4.8
"11520","KS",1976,1,68,81.6,54.5,2.8
"11521","KS",1976,10,72.7,86.6,58.8,2.1
"11522","KS",1976,11,78.3,91.2,65.4,2.7
"11523","KS",1976,12,77.6,92.1,63.1,1.1
"11524","KS",1976,2,50.5,63.8,37.2,1.8
"11525","KS",1976,3,37.2,51.6,22.7,0.1
"11526","KS",1976,4,32.4,47.3,17.6,0
"11527","KS",1976,5,30.8,44.2,17.3,0.1
"11528","KS",1976,6,43.4,59,27.7,0.4
"11529","KS",1976,7,43.9,57.6,30.2,1.3
"11530","KS",1976,8,55.7,68,43.5,4.8
"11531","KS",1976,9,59.9,72.3,47.5,3.2
"11532","KS",1977,1,70,82.3,57.7,3.3
"11533","KS",1977,10,76,88.8,63.3,4.6
"11534","KS",1977,11,80.9,93.8,68,2.5
"11535","KS",1977,12,75.4,86.8,64,6.4
"11536","KS",1977,2,56.8,70.7,42.9,1.7
"11537","KS",1977,3,42.8,54.3,31.2,1.5
"11538","KS",1977,4,32.5,45.2,19.9,0.2
"11539","KS",1977,5,21,32.6,9.4,0.6
"11540","KS",1977,6,38.7,53.7,23.7,0.2
"11541","KS",1977,7,46.3,60.3,32.3,1.7
"11542","KS",1977,8,57.3,69.2,45.4,3
